panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y;db_ref;recording_givid
3;9432881_1;561267_v2018;9432881;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;32573,60;203630,10;;
3;9518897_1;640264_v2014;9518897;1;2170;2170;20;nieuw meetpunt;hoofdtype aanwezig;;30461,60;202222,10;;
3;9655473_2;511719_v2020;9655473;1;2170;2170;22;nieuw meetpunt;hoofdtype aanwezig;;22493,59;198798,10;;
3;9695025_1;561267_v2018;9695025;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;32509,60;203406,10;;
3;9770161_1;511681_v2020;9770161;1;2170;2170;65;nieuw meetpunt;hoofdtype aanwezig;;23357,60;199278,10;;
3;9957169_1;561267_v2018;9957169;1;2170;2170;55;nieuw meetpunt;hoofdtype aanwezig;;32541,60;203374,10;;
3;9987249_1;509642_v2020;9987249;1;2170;2170;60;nieuw meetpunt;hoofdtype aanwezig;;24125,60;199470,10;;
3;9992369_1;638604_v2014;9992369;1;2170;2170;15;nieuw meetpunt;hoofdtype aanwezig;;29981,60;201902,10;;
3;10497585_1;501917_v2020;10497585;1;2170;2170;20;nieuw meetpunt;hoofdtype aanwezig;;30141,60;202766,10;;
3;11152945_1;638611_v2014;11152945;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;30141,60;202446,10;;
3;11303089_1;638604_v2014;11303089;1;2170;2170;15;nieuw meetpunt;hoofdtype aanwezig;;29725,60;201838,10;;
3;11565233_1;638411_v2014;11565233;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;29949,60;202030,10;;
3;11736241_1;509633_v2020;11736241;1;2170;2170;58;nieuw meetpunt;hoofdtype aanwezig;;23901,60;199566,10;;
3;12021553_1;561349_v2018;12021553;1;2170;2170;40;nieuw meetpunt;hoofdtype aanwezig;;32285,60;202830,10;;
3;12201521_1;638411_v2014;12201521;1;2170;2170;50;nieuw meetpunt;hoofdtype aanwezig;;30109,60;202318,10;;
